Station,return_period,GEV,Gumble,mean,lat,lon,elev
BRO,0.99,8.134915021599255,7.330342746292203,7.732628883945729,25.91461,-97.42313,6.0
3T5,0.99,27.62718354044213,6.905003141563354,17.266093341002744,29.91,-96.95,99.0
GYB,0.99,10.130472998385446,6.3613641808245145,8.24591858960498,30.17,-96.98,148.0
ADS,0.99,5.382219768091169,5.68753409499041,5.53487693154079,32.96856,-96.83645,196.0
HLR,0.99,8.78632295281658,7.155017402383982,7.970670177600281,31.1387,-97.7145,283.0
AXH,0.99,11.877004018359193,7.08508680163043,9.48104540999481,29.50614,-95.47692,20.7
AFW,0.99,5.292397385469448,7.09192866037003,6.192163022919739,32.9716,-97.31788,204.81914
GYI,0.99,10.54005124354284,6.688604453742859,8.61432784864285,33.71411,-96.67367,228.0
RAS,0.99,7.447715404322872,7.31813901916394,7.382927211743405,27.81,-97.09,2.0
TYR,0.99,7.882557483366385,7.345205243090574,7.613881363228479,32.35414,-95.40239,166.0
VCT,0.99,9.726552949845347,7.598807238984592,8.66268009441497,28.8614,-96.9303,36.0
COM,0.99,5.5548747283917885,6.508007102056384,6.031440915224087,31.84114,-99.40361,517.2
6R6,0.99,6.238423611225224,5.966661261720974,6.102542436473099,30.04602,-102.21291,702.0
ATT,0.99,6.492609165452432,7.229836023333471,6.861222594392952,30.32081,-97.76042,203.0
FST,0.99,4.524432412912935,5.808136943346552,5.166284678129744,30.91194,-102.91667,917.0
UTS,0.99,7.920108092050443,7.955127494374113,7.937617793212278,30.74689,-95.58717,112.0
INJ,0.99,6.818152032195616,6.642797217560483,6.73047462487805,32.08361,-97.09722,209.0
ECU,0.99,8.723483658063447,6.135217924952213,7.42935079150783,29.94692,-100.17385,723.0
HRX,0.99,5.829708298816047,5.483057381950468,5.656382840383257,34.85776,-102.32641,1153.0
JCT,0.99,5.586284845358112,6.5273774270174565,6.0568311361877845,30.51083,-99.76639,522.0
F05,0.99,4.500216306454069,6.245365671575582,5.372790989014826,34.22567,-99.28375,386.0
RPH,0.99,4.5775583229123775,6.575120968038485,5.576339645475431,33.11,-98.555,344.0
PIL,0.99,11.692603666839304,7.170259844970399,9.431431755904851,26.1597,-97.33781,6.0
RKP,0.99,10.905217775137364,7.714729051009209,9.309973413073289,28.08361,-97.04639,8.0
T82,0.99,6.190607734661544,6.691962392582428,6.4412850636219865,30.24325,-98.90919,517.0
PEZ,0.99,6.014120203599035,6.6087478488615,6.311434026230267,28.95419,-98.51998,131.1
SJT,0.99,6.204316594582478,6.45126632113413,6.327791457858304,31.35167,-100.495,582.0
AQO,0.99,4.505758642251227,6.111367045125981,5.308562843688604,30.78361,-98.66194,336.0
LUD,0.99,4.8758725289198885,6.764532809722612,5.82020266932125,33.25425,-97.5805,319.0
PYX,0.99,5.394440792232915,5.739761514917033,5.567101153574974,36.414,-100.75,889.0
GPM,0.99,5.5943273256032935,6.1641654546065405,5.8792463901049175,32.69878,-97.04692,180.0
BPC,0.99,5.789353328765605,5.807401600405064,5.798377464585334,35.88928,-101.03014,845.0
BKD,0.99,20.044517538666856,6.375965314763615,13.210241426715235,32.71905,-98.891,391.4
PSX,0.99,6.541816667474555,8.200850864162147,7.371333765818351,28.73,-96.25,5.0
COT,0.99,5.691573845409156,6.658766766339377,6.175170305874266,28.45667,-99.21833,144.0
CRP,0.99,7.885385388060642,7.498763748119608,7.692074568090125,27.77306,-97.51278,13.0
GOP,0.99,7.411953813764217,6.443759429862982,6.9278566218136,31.42128,-97.79697,276.0
SWW,0.99,9.39251430677042,6.389732079804034,7.891123193287227,32.46736,-100.46656,727.0
MAF,0.99,5.659501331197651,6.056632262791191,5.858066796994422,31.94662,-102.20745,868.9406
MCJ,0.99,6.151973565782424,8.106028049983033,7.129000807882729,29.714,-95.395,22.525835
ERV,0.99,9.965630860304426,6.284607542630944,8.125119201467685,29.97667,-99.08547,493.0
JDD,0.99,6.302906600976161,6.3801109540927605,6.341508777534461,32.7422,-95.49648,132.0
MKN,0.99,6.628915627267695,6.56649439963694,6.597705013452318,31.92,-98.6,423.0
MNZ,0.99,3.769824790093888,6.1745807552366285,4.972202772665258,31.66593,-98.14864,395.9
RWV,0.99,10.341171595504688,6.6693277721592095,8.505249683831948,30.51547,-96.70409,119.0
SSF,0.99,7.834728665230632,7.3560285730819395,7.595378619156285,29.33698,-98.47105,176.0
HOU,0.99,11.58854136538083,8.381801184791806,9.98517127508632,29.63747,-95.28245,14.0
LBB,0.99,10.059559720226993,6.4041227410782176,8.231841230652604,33.66364,-101.82278,988.0
NGP,0.99,8.489357802833963,7.6107143152298224,8.050036059031893,27.69263,-97.29109,6.0
FTN,0.99,5.975754376582856,5.879639174438409,5.927696775510633,28.2086,-100.0188,236.0
FTW,0.99,7.710260062381773,7.004427087069301,7.357343574725537,32.81978,-97.36244,216.0
ALI,0.99,11.899777147382196,7.253152527478471,9.576464837430333,27.74089,-98.02694,54.0
BEA,0.99,10.652331066207308,6.168143145224636,8.410237105715971,28.36187,-97.79103,81.7
ELP,0.99,6.875392332152179,5.734221723580312,6.304807027866246,31.81111,-106.37583,1194.0
JWY,0.99,5.097487183537649,6.831586655486203,5.964536919511926,32.45611,-96.9125,217.0
SGR,0.99,7.649374025739279,7.925719960048772,7.7875469928940255,29.62225,-95.65653,2.0
PSN,0.99,4.628856026971997,6.660335736061592,5.6445958815167945,31.77969,-95.70631,129.0
DAL,0.99,6.695322183160346,7.0825154161871176,6.888918799673732,32.84711,-96.85178,148.0
CWC,0.99,7.631043411171998,6.659410166374285,7.145226788773142,33.85784,-98.4904,304.0
MDD,0.99,4.703058969072712,5.877203309966779,5.290131139519746,32.03653,-102.10103,854.0
IAH,0.99,9.218063988414311,7.960558770069683,8.589311379241998,29.9844,-95.3607,28.0
APY,0.99,4.015272830118914,6.390546211986639,5.202909521052776,26.96879,-99.24891,128.6
PKV,0.99,8.092041472405858,6.894351524619524,7.493196498512692,28.654,-96.681,9.0
DUX,0.99,4.919833874732985,5.627275416997986,5.273554645865486,35.858,-102.013,1129.0
DTO,0.99,7.319927087239394,7.125082720973365,7.22250490410638,33.205,-97.2006,200.71758
OCH,0.99,9.443721803389089,8.458123912036221,8.950922857712655,31.57778,-94.70944,108.0
CRS,0.99,14.793193680535262,7.440710292623772,11.116951986579515,32.03,-96.4,137.0
HBV,0.99,11.532887603721646,6.371329174526754,8.9521083891242,27.34956,-98.73694,202.0
XBP,0.99,6.008563120494982,6.840103790878901,6.424333455686941,33.17533,-97.82839,259.7
LBX,0.99,8.302877312577476,7.655064277284781,7.978970794931128,29.10864,-95.46208,8.0
RFI,0.99,32.416453382388326,6.938250825127184,19.677352103757755,32.14172,-94.85172,134.7
PEQ,0.99,5.007853736025606,5.469423939706146,5.238638837865876,31.38,-103.51,796.0
GLE,0.99,8.762802805553065,6.668780635587108,7.7157917205700866,33.65139,-97.19694,256.0
NQI,0.99,9.907783155233547,6.993445542213321,8.450614348723434,27.5072,-97.8097,15.0
PVW,0.99,4.365086022719635,5.562539882398515,4.963812952559075,34.16815,-101.71734,1028.0
NOG,0.99,6.457437960975152,6.076064332977444,6.266751146976299,27.90113,-98.05167,78.0
HDO,0.99,9.13381979920032,6.973289278717455,8.053554538958887,29.35944,-99.17417,283.0
JSO,0.99,4.923054477111972,6.50263941294388,5.712846945027926,31.87,-95.22,206.0
FWS,0.99,5.988728782877255,6.315951095683356,6.1523399392803055,32.57297,-97.30332,208.02596
GTU,0.99,11.891624429420382,7.676504498318039,9.78406446386921,30.68083,-97.67666,240.0
HRL,0.99,7.135153286087124,7.084697531123972,7.109925408605548,26.2285,-97.65439,11.0
SPS,0.99,6.226180431737291,6.882956668794211,6.554568550265751,33.9786,-98.4928,314.0
CVB,0.99,4.28060919236011,6.56434842398458,5.422478808172345,29.34192,-98.8509,235.0
DHT,0.99,4.670671317531582,6.02079758437003,5.345734450950806,36.02259,-102.54728,1216.0
SAT,0.99,8.054158371890175,7.45475881813414,7.754458595012157,29.53369,-98.46978,242.0
BPG,0.99,7.054523798446168,6.038725303606732,6.54662455102645,32.21261,-101.52164,784.0
EBG,0.99,6.509571257617527,6.398610126981778,6.454090692299652,26.44167,-98.12222,24.0
BMQ,0.99,7.27255790534696,7.2787174897502975,7.275637697548628,30.73893,-98.23861,389.0
RBD,0.99,8.483425321362017,7.44150564718251,7.962465484272263,32.68,-96.87,201.0
ORG,0.99,16.7290441546617,7.703995367420202,12.216519761040953,30.06918,-93.80361,4.0
TPL,0.99,24.535896197872653,7.806538534156513,16.171217366014584,31.1525,-97.40778,208.0
E38,0.99,9.248111384194214,5.7185155428181735,7.483313463506194,30.384,-103.684,1376.0
OZA,0.99,7.491218698721349,5.738346998008294,6.614782848364822,30.73528,-101.20297,725.7
JAS,0.99,8.8969686537019,7.595984806741884,8.246476730221893,30.88569,-94.03494,65.0
AUS,0.99,8.121098375130357,7.6172086463796,7.869153510754979,30.19453,-97.66989,189.0
DWH,0.99,16.433823919110218,8.155246321621712,12.294535120365964,30.06803,-95.55624,46.0
GNC,0.99,6.110811401800758,5.92456958743253,6.0176904946166445,32.67533,-102.65267,1010.0
CDS,0.99,5.651906859841411,6.645391260896494,6.148649060368952,34.43389,-100.28806,595.0
CXO,0.99,17.860464773336993,8.360881991636614,13.110673382486803,30.35236,-95.41453,75.0
DRT,0.99,8.40465240853882,6.933485666321607,7.669069037430213,29.37421,-100.92716,307.0
TKI,0.99,10.843294523457992,7.296401304950729,9.06984791420436,33.18,-96.59,179.0
GLS,0.99,9.130959946985111,8.125206401383116,8.628083174184114,29.26533,-94.86042,16.0
INK,0.99,4.01696892625486,5.757759599643443,4.887364262949152,31.78,-103.2,859.0
GRK,0.99,6.468158164208003,5.894646348757792,6.181402256482897,31.07,-97.83,309.0
BPT,0.99,8.866367177430819,8.821495891058547,8.843931534244682,29.95206,-94.02614,4.5784636
LFK,0.99,9.132874120742477,7.712724400248964,8.422799260495719,31.23401,-94.75,88.0
BYY,0.99,17.205766283478912,6.834980821679822,12.020373552579366,28.97325,-95.86344,14.0
0F2,0.99,7.574821456075041,6.6762346039405,7.125528030007771,33.60167,-97.77556,335.6
EDC,0.99,5.165248533401887,6.500600762112686,5.832924647757286,30.39255,-97.56213,187.5
BAZ,0.99,7.653300896704089,6.9370954600832695,7.295198178393679,29.709,-98.045,195.0
LHB,0.99,5.759531969731096,6.729175059287678,6.2443535145093865,30.87,-96.62,87.0
HHF,0.99,9.04165807283182,6.222147692619566,7.631902882725692,35.895,-100.404,730.0
ABI,0.99,7.721183003301654,6.673307694360833,7.197245348831244,32.41063,-99.68209,544.9975
DZB,0.99,5.278623718121278,6.586126156530765,5.9323749373260215,30.52705,-98.35876,333.0
MFE,0.99,6.765943345085753,7.410322861730646,7.088133103408199,26.17583,-98.23861,33.0
ACT,0.99,6.915679120208696,7.1990103722954935,7.057344746252095,31.61797,-97.2283,155.0
GVT,0.99,7.071177814661767,6.495890233747033,6.7835340242044,33.06784,-96.06533,163.0
GKY,0.99,8.331564616404227,7.394737441603784,7.863151029004006,32.66386,-97.09428,192.0
RYW,0.99,7.483751408370725,6.645022076044532,7.0643867422076285,30.4967,-97.96589,375.2
MWL,0.99,4.382441420588672,6.811314509584652,5.596877965086662,32.78161,-98.06018,296.0
RBO,0.99,5.541888039812204,6.377108676531,5.959498358171603,27.77854,-97.69052,24.0
AMA,0.99,7.946597651942486,6.270384852008055,7.108491251975271,35.21936,-101.70592,1099.0
OSA,0.99,14.77603380479355,6.877399145931396,10.826716475362474,33.09556,-94.96139,111.0
ODO,0.99,4.571292821434231,6.016975464622848,5.29413414302854,31.92056,-102.38667,915.0
