Station,Scenario,return_period,mean,5th_percentile,95th_percentile,lat,lon,elev
T82,SSP245,0.9,1.127811513330985,0.9616681673293008,1.421719570078748,30.24325,-98.90919,517.0
PEZ,SSP245,0.9,1.051567264985936,0.7449230695385054,1.280300985507181,28.95419,-98.51998,131.1
SJT,SSP245,0.9,1.0553571240866757,0.9280853326149314,1.1799727533860491,31.35167,-100.495,582.0
AQO,SSP245,0.9,1.175448721821558,0.9974855160170188,1.5246040426301504,30.78361,-98.66194,336.0
LUD,SSP245,0.9,1.0924033836848046,0.9597221560275788,1.263531119371378,33.25425,-97.5805,319.0
PYX,SSP245,0.9,1.1615791007316651,0.9382382698349816,1.414723646151251,36.414,-100.75,889.0
GPM,SSP245,0.9,1.0787579065398367,0.850481694774197,1.2719305408771562,32.69878,-97.04692,180.0
BPC,SSP245,0.9,1.051948394906827,0.8725015196376444,1.3263999510525986,35.88928,-101.03014,845.0
BKD,SSP245,0.9,0.8219510400266048,0.714259777896925,1.0189081629849768,32.71905,-98.891,391.4
PSX,SSP245,0.9,1.0300862687142105,0.9057806173214836,1.163785176395118,28.73,-96.25,5.0
COT,SSP245,0.9,1.154162746672393,0.9959849168099144,1.385046695350317,28.45667,-99.21833,144.0
CRP,SSP245,0.9,1.0774442668472326,0.9375164172590894,1.2427109893441148,27.77306,-97.51278,13.0
GOP,SSP245,0.9,1.1355820779429653,0.9340699765460516,1.3727357472737909,31.42128,-97.79697,276.0
SWW,SSP245,0.9,0.9694280805708776,0.8275596521887073,1.169520745078125,32.46736,-100.46656,727.0
MAF,SSP245,0.9,1.0533684443783446,0.9595037666707642,1.1695441316178652,31.94662,-102.20745,868.9406
MCJ,SSP245,0.9,0.9012699827698196,0.7428945819348214,1.0142679997014334,29.714,-95.395,22.525835
ERV,SSP245,0.9,1.239169613142138,0.990339627701852,1.5398916014517297,29.97667,-99.08547,493.0
JDD,SSP245,0.9,1.055109263667859,0.8815949985149532,1.2504476793966608,32.7422,-95.49648,132.0
MKN,SSP245,0.9,1.158170128712119,0.9919916208193728,1.3837708267649351,31.92,-98.6,423.0
MNZ,SSP245,0.9,1.2548669005287505,1.0009454345072502,1.5469474620564831,31.66593,-98.14864,395.9
RWV,SSP245,0.9,1.247059354990485,0.9090948463299358,1.8590864118343249,30.51547,-96.70409,119.0
SSF,SSP245,0.9,1.048551038000641,0.89917265772363,1.2124808057276408,29.33698,-98.47105,176.0
HOU,SSP245,0.9,0.962101617964515,0.8200123949518917,1.0887291335201084,29.63747,-95.28245,14.0
LBB,SSP245,0.9,0.9562542008857984,0.854334038677012,1.146454564134589,33.66364,-101.82278,988.0
NGP,SSP245,0.9,1.0114091068377404,0.9113423598072676,1.1240176826128605,27.69263,-97.29109,6.0
6R3,SSP245,0.9,0.7632833813303033,0.6363296119688117,0.9522064068249566,30.35644,-95.008,45.7
FTN,SSP245,0.9,1.2080032630266595,1.0368455629633355,1.4504165189946443,28.2086,-100.0188,236.0
FTW,SSP245,0.9,0.9884963291641932,0.9011996655810344,1.0879311980926538,32.81978,-97.36244,216.0
ALI,SSP245,0.9,0.94799124878763,0.8473689746315626,1.1521204494489197,27.74089,-98.02694,54.0
BEA,SSP245,0.9,0.983243057898974,0.7605647897909097,1.2314335540761885,28.36187,-97.79103,81.7
ELP,SSP245,0.9,0.9379227867671645,0.8616163156069286,1.0303615833728887,31.81111,-106.37583,1194.0
JWY,SSP245,0.9,1.0644618224944051,0.8734029569951339,1.2180298859320349,32.45611,-96.9125,217.0
MRF,SSP245,0.9,0.886129922352267,0.5836105017845482,1.4069947920446,30.37,-104.02,1481.0
SGR,SSP245,0.9,1.0105728391772653,0.8794390434444422,1.1301238113167706,29.62225,-95.65653,2.0
PSN,SSP245,0.9,1.1582423819457195,1.0258906451047427,1.3369717236723484,31.77969,-95.70631,129.0
DAL,SSP245,0.9,1.0792763414050592,0.948043460041401,1.224092969525025,32.84711,-96.85178,148.0
CWC,SSP245,0.9,0.8904986412569742,0.7614517476196716,0.9848235997652536,33.85784,-98.4904,304.0
MDD,SSP245,0.9,1.0996983091841503,0.9375164961533672,1.3372875868422127,32.03653,-102.10103,854.0
IAH,SSP245,0.9,1.041366201706234,0.9056542244901408,1.221165795485657,29.9844,-95.3607,28.0
APY,SSP245,0.9,1.0265056409251223,0.7592536637367295,1.245611549994993,26.96879,-99.24891,128.6
PKV,SSP245,0.9,1.158084003753001,0.9696340696865742,1.536258663018397,28.654,-96.681,9.0
DUX,SSP245,0.9,1.1079127236887112,0.956761404575576,1.386167062057923,35.858,-102.013,1129.0
DTO,SSP245,0.9,1.0244495534328937,0.942388103604298,1.1330609283010409,33.205,-97.2006,200.71758
OCH,SSP245,0.9,1.0560810767948603,0.8219399488994362,1.2932634376913303,31.57778,-94.70944,108.0
CRS,SSP245,0.9,0.9383912420585264,0.8546329875884828,1.0258953920964364,32.03,-96.4,137.0
HBV,SSP245,0.9,0.9748140478818532,0.8070223068313463,1.2113832825253967,27.34956,-98.73694,202.0
XBP,SSP245,0.9,1.058160373946391,0.9136984205047256,1.199037103259833,33.17533,-97.82839,259.7
LBX,SSP245,0.9,1.0689986565184846,0.9130741088070355,1.2949354732906877,29.10864,-95.46208,8.0
RFI,SSP245,0.9,0.842907607108623,0.6948873946886319,1.050380341247901,32.14172,-94.85172,134.7
PEQ,SSP245,0.9,1.1646923363636206,0.9803440200383696,1.4827767964936307,31.38,-103.51,796.0
GLE,SSP245,0.9,1.0566583541701693,0.9180974833612192,1.2438263352730137,33.65139,-97.19694,256.0
NQI,SSP245,0.9,0.9277649941450774,0.7813823242303545,1.1125717338515568,27.5072,-97.8097,15.0
PVW,SSP245,0.9,1.2354437633263495,0.9744703995096036,1.6359879417280347,34.16815,-101.71734,1028.0
NOG,SSP245,0.9,1.3049378307542503,1.143786034288156,1.517239090299353,27.90113,-98.05167,78.0
HDO,SSP245,0.9,1.0627112913588816,0.9165740110115044,1.2193453092515638,29.35944,-99.17417,283.0
JSO,SSP245,0.9,1.180054939679965,0.9618828478182642,1.5135745564627097,31.87,-95.22,206.0
FWS,SSP245,0.9,1.0662030127196735,0.821748183642714,1.3303576751153423,32.57297,-97.30332,208.02596
GTU,SSP245,0.9,1.0955245581046964,0.8191941972201978,1.387913688157154,30.68083,-97.67666,240.0
HRL,SSP245,0.9,1.1051452683432226,0.9744527795115246,1.3043690707195787,26.2285,-97.65439,11.0
SPS,SSP245,0.9,1.053593944692632,0.9408511016979256,1.1581329918560654,33.9786,-98.4928,314.0
CVB,SSP245,0.9,1.1454409882650096,0.9422850404388902,1.3410609926967632,29.34192,-98.8509,235.0
DHT,SSP245,0.9,0.9874561197429104,0.9176774869329294,1.0531055413835255,36.02259,-102.54728,1216.0
SAT,SSP245,0.9,1.031493082971854,0.8878648401866217,1.1474779238312107,29.53369,-98.46978,242.0
BPG,SSP245,0.9,0.993531835629628,0.8978204928334832,1.1526328492261506,32.21261,-101.52164,784.0
EBG,SSP245,0.9,0.97557600761924,0.811690702002437,1.1788005759846951,26.44167,-98.12222,24.0
BMQ,SSP245,0.9,1.0159330151408872,0.8722577572403621,1.179353691865822,30.73893,-98.23861,389.0
RBD,SSP245,0.9,0.9835140517533908,0.8483313766293122,1.1180518648735656,32.68,-96.87,201.0
ORG,SSP245,0.9,0.9406632123795016,0.7632493495504555,1.174698863753383,30.06918,-93.80361,4.0
TPL,SSP245,0.9,0.9147091460313576,0.7230183038649011,1.0776590362228724,31.1525,-97.40778,208.0
E38,SSP245,0.9,0.9061099424008502,0.7313751019171728,1.0023544755771734,30.384,-103.684,1376.0
OZA,SSP245,0.9,1.1799818625016725,0.9144272939013476,1.62646830199008,30.73528,-101.20297,725.7
JAS,SSP245,0.9,1.052989389156081,0.8889246889270732,1.2230636628932998,30.88569,-94.03494,65.0
AUS,SSP245,0.9,0.9346564999648792,0.8409121638781799,1.0457462729463332,30.19453,-97.66989,189.0
DWH,SSP245,0.9,0.9208892879063628,0.8063388808633869,1.066062942778237,30.06803,-95.55624,46.0
GNC,SSP245,0.9,1.074679949883748,0.9364712114060194,1.3201309585356569,32.67533,-102.65267,1010.0
CDS,SSP245,0.9,0.9774555762232108,0.8617573741069788,1.0398578273814854,34.43389,-100.28806,595.0
CXO,SSP245,0.9,0.9346879466865124,0.8218643922419305,1.0541883374110723,30.35236,-95.41453,75.0
DRT,SSP245,0.9,1.038669320833973,0.8198041753407489,1.408110592369069,29.37421,-100.92716,307.0
TKI,SSP245,0.9,0.9603666626631332,0.8762898056067059,1.060676068013949,33.18,-96.59,179.0
GLS,SSP245,0.9,0.9805106237072246,0.9000619849227655,1.1198223544618289,29.26533,-94.86042,16.0
INK,SSP245,0.9,1.117893434965708,1.0131636988484358,1.256767990056665,31.78,-103.2,859.0
BPT,SSP245,0.9,1.0075220644726537,0.8678341628136239,1.1685129876611768,29.95206,-94.02614,4.5784636
LFK,SSP245,0.9,0.9456648334762122,0.8712549220868918,1.0175284280592976,31.23401,-94.75,88.0
BYY,SSP245,0.9,0.9096458661224216,0.7473185374385162,1.12139376500007,28.97325,-95.86344,14.0
0F2,SSP245,0.9,1.0531483942575823,0.9067971956278288,1.2245035010264451,33.60167,-97.77556,335.6
EDC,SSP245,0.9,1.1630301583563691,1.0043805311942664,1.3076500936765862,30.39255,-97.56213,187.5
BAZ,SSP245,0.9,1.1219490446863,0.9920678296387748,1.3827347889470345,29.709,-98.045,195.0
LHB,SSP245,0.9,1.1099625012653804,1.0256261539377625,1.212913810693864,30.87,-96.62,87.0
HHF,SSP245,0.9,0.9382788183601244,0.7873382547853112,1.16652182430832,35.895,-100.404,730.0
ABI,SSP245,0.9,1.059584105759115,0.904195696495108,1.2290277741020446,32.41063,-99.68209,544.9975
DZB,SSP245,0.9,1.105892964214876,0.867838117341918,1.263341961414525,30.52705,-98.35876,333.0
MFE,SSP245,0.9,0.9006829921935843,0.7579304469060648,1.0950652493933088,26.17583,-98.23861,33.0
ACT,SSP245,0.9,1.0424366763045183,0.949030209384278,1.124311511562767,31.61797,-97.2283,155.0
GVT,SSP245,0.9,1.0271424857592564,0.8530518272982162,1.2210671313158008,33.06784,-96.06533,163.0
GKY,SSP245,0.9,1.0400253467235754,0.9011901872722378,1.2245259092483125,32.66386,-97.09428,192.0
RYW,SSP245,0.9,1.0228072206096883,0.8416811330699547,1.164269933509821,30.4967,-97.96589,375.2
MWL,SSP245,0.9,1.113239814013779,0.9683806350178236,1.265533970881109,32.78161,-98.06018,296.0
RBO,SSP245,0.9,1.1286587206448702,0.8891117201513457,1.4303492595465948,27.77854,-97.69052,24.0
AMA,SSP245,0.9,1.0456205246745351,0.8972711432300022,1.3019592690204638,35.21936,-101.70592,1099.0
OSA,SSP245,0.9,0.898150786847385,0.7475424812869064,1.052661123045955,33.09556,-94.96139,111.0
ODO,SSP245,0.9,1.0392280684254582,0.9577939269339902,1.1237823358658805,31.92056,-102.38667,915.0
