Station,Scenario,return_period,mean,5th_percentile,95th_percentile,lat,lon,elev
GYI,SSP245,0.99,9.670903615661128,6.05244476013196,19.16501435526765,33.71411,-96.67367,228.0
RAS,SSP245,0.99,6.728421783391391,4.118680366097694,9.07440590637148,27.81,-97.09,2.0
TYR,SSP245,0.99,6.50220495422698,4.914014673736181,7.740801843200204,32.35414,-95.40239,166.0
VCT,SSP245,0.99,6.543164881144301,4.972779166671292,8.04139025154898,28.8614,-96.9303,36.0
COM,SSP245,0.99,6.300318989806415,3.642161727096098,8.256799566093813,31.84114,-99.40361,517.2
6R6,SSP245,0.99,4.344412127450286,2.7335632545029407,5.586657823727272,30.04602,-102.21291,702.0
ATT,SSP245,0.99,7.37088458236925,5.732625178587163,9.31350535121737,30.32081,-97.76042,203.0
FST,SSP245,0.99,4.239980829414835,2.381616075845894,5.7291857069199805,30.91194,-102.91667,917.0
UTS,SSP245,0.99,8.51158996464446,6.874980341855007,11.981757789259827,30.74689,-95.58717,112.0
INJ,SSP245,0.99,6.633213529703841,4.682296737650189,8.037204081765449,32.08361,-97.09722,209.0
ECU,SSP245,0.99,6.29060383821571,3.576511532692227,9.388597809083231,29.94692,-100.17385,723.0
HRX,SSP245,0.99,6.742794973949535,4.08579676572877,14.621543688414375,34.85776,-102.32641,1153.0
JCT,SSP245,0.99,5.149206072929573,3.314595578258864,6.70599442243788,30.51083,-99.76639,522.0
F05,SSP245,0.99,7.666552380358572,5.67341981274083,13.359965430396826,34.22567,-99.28375,386.0
RPH,SSP245,0.99,7.680610889295963,6.225380378394969,11.075711063048276,33.11,-98.555,344.0
PIL,SSP245,0.99,7.062444017800727,5.785675955639368,10.272571072780025,26.1597,-97.33781,6.0
RKP,SSP245,0.99,9.51116699101656,6.708671318363353,17.491479411309648,28.08361,-97.04639,8.0
T82,SSP245,0.99,6.7444092979711145,5.324039649678916,8.025047343840917,30.24325,-98.90919,517.0
PEZ,SSP245,0.99,6.516490452655678,3.7091517408600314,8.602075410015791,28.95419,-98.51998,131.1
SJT,SSP245,0.99,5.823311448313301,4.664488457697855,6.971013147383725,31.35167,-100.495,582.0
AQO,SSP245,0.99,7.555379198113426,5.837263861286154,12.885039393133932,30.78361,-98.66194,336.0
LUD,SSP245,0.99,7.500448231402281,5.643248871872457,11.031484884963788,33.25425,-97.5805,319.0
PYX,SSP245,0.99,8.330363435191837,3.7501865557431495,17.56070210368953,36.414,-100.75,889.0
GPM,SSP245,0.99,6.618712102106859,5.320169847073538,8.723782020364434,32.69878,-97.04692,180.0
BPC,SSP245,0.99,8.355973619330372,3.4079626586535885,20.62745135044186,35.88928,-101.03014,845.0
BKD,SSP245,0.99,9.37011339122131,5.783438472035324,18.76669258433271,32.71905,-98.891,391.4
PSX,SSP245,0.99,6.268412329307802,4.525268646645733,7.890995919785654,28.73,-96.25,5.0
COT,SSP245,0.99,4.955968125218742,3.2705863046030355,6.609473035516394,28.45667,-99.21833,144.0
CRP,SSP245,0.99,9.315330593373137,7.006054960455563,16.29834913455921,27.77306,-97.51278,13.0
GOP,SSP245,0.99,7.95746310312309,5.68443833403276,11.94630065400072,31.42128,-97.79697,276.0
SWW,SSP245,0.99,6.398325962352394,4.808312728627129,8.392160613181469,32.46736,-100.46656,727.0
MAF,SSP245,0.99,4.383245813247903,2.557282215191597,5.592812446006623,31.94662,-102.20745,868.9406
MCJ,SSP245,0.99,7.317974876446312,5.897766357906914,9.151647782940517,29.714,-95.395,22.525835
ERV,SSP245,0.99,9.956486894174231,6.42644175319002,18.820409835436788,29.97667,-99.08547,493.0
JDD,SSP245,0.99,7.6899313997361345,5.612193544731151,12.184513665666351,32.7422,-95.49648,132.0
MKN,SSP245,0.99,8.46871112979651,6.30637137685744,11.7547953405981,31.92,-98.6,423.0
MNZ,SSP245,0.99,7.906498840379181,4.91831423186375,12.952185973015386,31.66593,-98.14864,395.9
RWV,SSP245,0.99,7.158828469981648,4.948324129309732,9.917850516026045,30.51547,-96.70409,119.0
SSF,SSP245,0.99,6.644194255830145,4.396045538152532,7.569316350792784,29.33698,-98.47105,176.0
HOU,SSP245,0.99,6.297090491935007,4.5527641974471225,8.037095643758683,29.63747,-95.28245,14.0
LBB,SSP245,0.99,5.953684466959781,4.762916094074424,6.548415378954907,33.66364,-101.82278,988.0
NGP,SSP245,0.99,6.447325774273074,4.541919337182176,7.450529165857303,27.69263,-97.29109,6.0
6R3,SSP245,0.99,6.097828002505503,4.182148941291267,8.028653496652245,30.35644,-95.008,45.7
FTN,SSP245,0.99,5.8086117140241385,4.101134119689214,7.192811880113751,28.2086,-100.0188,236.0
FTW,SSP245,0.99,6.994968196957179,5.190332972256954,8.691791923154254,32.81978,-97.36244,216.0
ALI,SSP245,0.99,5.141409061990083,3.349899817591636,6.873737170769524,27.74089,-98.02694,54.0
BEA,SSP245,0.99,8.16980315712505,5.198108968612579,16.392328527382613,28.36187,-97.79103,81.7
ELP,SSP245,0.99,4.3769193047303885,2.7707242031572736,5.624885403180348,31.81111,-106.37583,1194.0
JWY,SSP245,0.99,6.7430099109612085,4.126339766964145,9.126631011738818,32.45611,-96.9125,217.0
MRF,SSP245,0.99,4.50903814358405,2.738204015415747,5.614367927399687,30.37,-104.02,1481.0
SGR,SSP245,0.99,8.588019905460447,7.051615803305391,11.127135360939436,29.62225,-95.65653,2.0
PSN,SSP245,0.99,6.513338444281725,5.033808061525123,7.497421559244325,31.77969,-95.70631,129.0
DAL,SSP245,0.99,7.133620037154721,5.410638384631605,9.551819085801766,32.84711,-96.85178,148.0
CWC,SSP245,0.99,6.271371751688034,3.791791377597538,8.570841158451355,33.85784,-98.4904,304.0
MDD,SSP245,0.99,4.4803272978961886,2.562418258613389,5.558839107169225,32.03653,-102.10103,854.0
IAH,SSP245,0.99,8.28151458784562,7.280232862758707,10.192053081655848,29.9844,-95.3607,28.0
APY,SSP245,0.99,6.948767936172924,3.6111265622436326,12.107636402373013,26.96879,-99.24891,128.6
PKV,SSP245,0.99,7.933340862672915,4.877067163080741,14.767132505360811,28.654,-96.681,9.0
DUX,SSP245,0.99,4.347143999674368,2.6595392272584206,5.550891029176894,35.858,-102.013,1129.0
DTO,SSP245,0.99,6.752254110812404,5.122638400172059,7.739639035387765,33.205,-97.2006,200.71758
OCH,SSP245,0.99,7.577377117469602,5.558736280461781,9.743552229538617,31.57778,-94.70944,108.0
CRS,SSP245,0.99,7.027816218179159,5.000557992115504,9.187778674837524,32.03,-96.4,137.0
HBV,SSP245,0.99,6.6544865798621,4.409710665454713,10.364933012159732,27.34956,-98.73694,202.0
XBP,SSP245,0.99,7.390436485082557,5.744874881523358,10.674870487939792,33.17533,-97.82839,259.7
LBX,SSP245,0.99,6.414805880477631,4.940469242489658,7.888499123605492,29.10864,-95.46208,8.0
RFI,SSP245,0.99,8.589785500891661,5.865121906129162,16.29454149471256,32.14172,-94.85172,134.7
PEQ,SSP245,0.99,4.319063621254991,2.3858709346230573,5.677033520804454,31.38,-103.51,796.0
GLE,SSP245,0.99,7.603537734426249,6.226368897385247,9.900111914428674,33.65139,-97.19694,256.0
NQI,SSP245,0.99,7.565549966349307,5.917898929283351,11.053512513716802,27.5072,-97.8097,15.0
PVW,SSP245,0.99,9.5779344958181,5.316813790801976,28.168991587278413,34.16815,-101.71734,1028.0
NOG,SSP245,0.99,7.074325231963335,6.320746778229187,8.92307569596678,27.90113,-98.05167,78.0
HDO,SSP245,0.99,6.756552398275901,4.3992014624824165,8.715605230113301,29.35944,-99.17417,283.0
JSO,SSP245,0.99,6.486954098347649,3.87641969331583,7.465999514053237,31.87,-95.22,206.0
FWS,SSP245,0.99,6.08246900725177,4.002946043545965,7.274996917760485,32.57297,-97.30332,208.02596
GTU,SSP245,0.99,6.477400970383859,4.162927063516149,8.2187526208388,30.68083,-97.67666,240.0
HRL,SSP245,0.99,5.173109412760603,3.4397804211433813,6.909667844424336,26.2285,-97.65439,11.0
SPS,SSP245,0.99,6.802734138086428,5.554896236194904,7.679147143535976,33.9786,-98.4928,314.0
CVB,SSP245,0.99,7.580849393269204,5.423786124735308,13.005641621614258,29.34192,-98.8509,235.0
DHT,SSP245,0.99,6.283540941496628,4.4705015241598565,8.860126774088487,36.02259,-102.54728,1216.0
SAT,SSP245,0.99,8.577498514211872,6.740592264709136,12.928778423445456,29.53369,-98.46978,242.0
BPG,SSP245,0.99,6.007225176259205,4.361009267179331,9.1990394331752,32.21261,-101.52164,784.0
EBG,SSP245,0.99,5.72860574816813,3.2043170211112755,8.21308125729094,26.44167,-98.12222,24.0
BMQ,SSP245,0.99,6.855095635962753,4.391516681030031,9.066185896285257,30.73893,-98.23861,389.0
RBD,SSP245,0.99,7.1805261719260844,4.464317280600532,10.558875361541885,32.68,-96.87,201.0
ORG,SSP245,0.99,6.262896443670669,4.563741224808126,8.135945508109065,30.06918,-93.80361,4.0
TPL,SSP245,0.99,6.491935726489751,4.429901339280068,8.064130569309244,31.1525,-97.40778,208.0
E38,SSP245,0.99,4.563276350419064,2.5918548761030245,5.5925586722144525,30.384,-103.684,1376.0
OZA,SSP245,0.99,13.140148761905882,3.4542775346339774,30.51299294029874,30.73528,-101.20297,725.7
JAS,SSP245,0.99,6.358265954030235,4.578035705901214,8.026701148725317,30.88569,-94.03494,65.0
AUS,SSP245,0.99,7.848830949182235,6.481614866234721,10.428064846782368,30.19453,-97.66989,189.0
DWH,SSP245,0.99,8.362838742062522,7.155458209959363,10.246303286183066,30.06803,-95.55624,46.0
GNC,SSP245,0.99,8.249404274454008,4.068704915464489,22.363381630144385,32.67533,-102.65267,1010.0
CDS,SSP245,0.99,5.55293261117454,3.258749284022429,8.70107028624251,34.43389,-100.28806,595.0
CXO,SSP245,0.99,8.222906906437228,5.654994298871033,10.981953985470394,30.35236,-95.41453,75.0
DRT,SSP245,0.99,6.25210457010617,4.698513073943685,7.334428527845604,29.37421,-100.92716,307.0
TKI,SSP245,0.99,6.599757965972247,4.766775611101656,7.893241449089518,33.18,-96.59,179.0
GLS,SSP245,0.99,6.417209423769826,4.860911570243578,7.782045162346999,29.26533,-94.86042,16.0
INK,SSP245,0.99,4.227354566136026,2.349172626449244,5.727146521018591,31.78,-103.2,859.0
BPT,SSP245,0.99,6.788857048823057,5.170399479542987,8.467350612496114,29.95206,-94.02614,4.5784636
LFK,SSP245,0.99,7.709003336406671,4.961869633333089,11.686891730859587,31.23401,-94.75,88.0
BYY,SSP245,0.99,9.329297548058898,5.886615712877152,22.55353686301508,28.97325,-95.86344,14.0
0F2,SSP245,0.99,7.564134331189415,6.006080170966931,12.762339791801573,33.60167,-97.77556,335.6
EDC,SSP245,0.99,8.195723323087877,5.073905701443582,13.222312772932655,30.39255,-97.56213,187.5
BAZ,SSP245,0.99,8.864019327387908,6.643701859038224,14.01159137592282,29.709,-98.045,195.0
LHB,SSP245,0.99,7.032318702063388,4.983705583525901,9.591991749491394,30.87,-96.62,87.0
HHF,SSP245,0.99,5.516542895029168,3.2096517189903357,6.711893705842037,35.895,-100.404,730.0
ABI,SSP245,0.99,5.460958008081769,3.459295769706087,6.760823322621726,32.41063,-99.68209,544.9975
DZB,SSP245,0.99,6.575056593956915,4.1902580300751575,8.140160031456771,30.52705,-98.35876,333.0
MFE,SSP245,0.99,6.21490633552692,4.578794431444892,7.258206617367541,26.17583,-98.23861,33.0
ACT,SSP245,0.99,6.493633354803011,4.700584018109755,7.592612294106834,31.61797,-97.2283,155.0
GVT,SSP245,0.99,9.648922926639925,5.188570721664253,19.694521905237742,33.06784,-96.06533,163.0
GKY,SSP245,0.99,6.603900003764649,4.460501387535553,8.216454949718234,32.66386,-97.09428,192.0
RYW,SSP245,0.99,7.310619269566151,5.243363978738578,13.115026292667578,30.4967,-97.96589,375.2
MWL,SSP245,0.99,7.635071556341463,6.147862475045539,10.136328566096154,32.78161,-98.06018,296.0
RBO,SSP245,0.99,8.371243459443402,5.730076435330579,17.873978517251913,27.77854,-97.69052,24.0
AMA,SSP245,0.99,6.032153790635698,4.840320124211026,6.830063061740759,35.21936,-101.70592,1099.0
OSA,SSP245,0.99,6.633364430471595,5.21120559553757,7.850973940983908,33.09556,-94.96139,111.0
ODO,SSP245,0.99,4.310404377176921,2.432090141147341,5.599111035187005,31.92056,-102.38667,915.0
